3,64
7,48
1,61
3,63
7,47
3,61
7,49
1,47
1,48
3,49
3,48
3,47
122,30
1,63
1,64
1,50
1,51
3,51
3,50
124,47
1,57
1,32
3,57
3,12
3,10
1,101
1,100
124,835
1,1
1,49
1,3
1,4
1,108
3,3
3,4
3,7
3,8
